x,y
0.0,8.528104691935328
0.20408163265306123,6.3105184983671
0.40816326530612246,7.9778841314767845
0.6122448979591837,11.012398643300875
0.8163265306122449,10.775932306830548
1.0204081632653061,5.596464648410443
1.2244897959183674,9.961401324847097
1.4285714285714286,8.268714154833175
1.6326530612244898,8.875194949474109
1.836734693877551,10.413033738570622
2.0408163265306123,10.390127958648286
2.2448979591836737,13.520791911885135
2.4489795918367347,12.644524429885823
2.6530612244897958,11.876003094210146
2.857142857142857,13.030583608347994
3.0612244897959187,13.32040987923833
3.2653061224489797,16.151423452437662
3.4693877551020407,13.2631528602235
3.673469387755102,14.809808872689558
3.8775510204081636,12.985686072416959
4.081632653061225,10.098102000984904
4.285714285714286,17.021522905166435
4.4897959183673475,17.953362193637382
4.6938775510204085,15.250363836738137
4.8979591836734695,21.78440720715889
5.1020408163265305,14.846370691618796
5.3061224489795915,18.35682315705187
5.510204081632653,18.401142504029966
5.714285714285714,22.3512727144312
5.918367346938775,22.73463590714751
6.122448979591837,20.616017300373425
6.326530612244898,21.572651569816593
6.530612244897959,19.55095911698467
6.73469387755102,17.8751417574297
6.938775510204081,21.6511144768579
7.142857142857143,23.16984079535082
7.346938775510204,25.827928300230955
7.551020408163265,26.282310717976983
7.755102040816327,23.61310146722491
7.959183673469388,24.2933536825228
8.16326530612245,23.311057335171938
8.36734693877551,23.078331472580825
8.571428571428571,23.016031047321402
8.775510204081632,30.840326300667662
8.979591836734695,26.429675228333434
9.183673469387756,27.083035070247018
9.387755102040817,25.963797035002187
9.591836734693878,30.534572548398515
9.795918367346939,26.262000223251448
10.0,29.57451943957206
